postcode,state,region,area_type,sales_channel,customer_type,customer_segment,product_category,marketing_channel,device_type,fulfilment_type,discount_code_used,orders_2025,orders_2026,customers_2025,customers_2026,units_sold_2025,units_sold_2026,gross_sales_2025,gross_sales_2026,discounts_2025,discounts_2026,refunds_2025,refunds_2026,net_sales_2025,net_sales_2026,average_order_value_2025,average_order_value_2026,conversion_rate_2025,conversion_rate_2026,return_rate_2025,return_rate_2026,repeat_customer_rate_2025,repeat_customer_rate_2026
2602,ACT,Canberra,Metro,Retail POS,New,High value,Home & Lifestyle,Direct,Mobile,Express Shipping,Yes,23,23,15,18,32,33,5701.11,6230.73,1224.97,1469.99,273.98,267.51,4202.16,4493.23,182.7,195.36,4.31%,4.82%,5.98%,6.52%,10.43%,13.17%
2602,ACT,Canberra,Metro,Online Store,Returning,High value,Accessories,Direct,Tablet,Standard Shipping,No,169,200,126,143,300,353,16837.38,19945.83,1867.39,1723.99,833.67,765.27,14136.32,17456.57,83.65,87.28,5.54%,5.82%,6.90%,5.87%,63.27%,62.02%
2602,ACT,Canberra,Metro,Social Commerce,Returning,Active,Apparel,Paid Social,Mobile,Click & Collect,No,69,79,48,65,111,128,12372.93,14355.34,1034.58,1169.25,1212.36,973.01,10126.0,12213.08,146.75,154.6,3.19%,3.47%,12.51%,11.15%,64.04%,63.89%
2602,ACT,Canberra,Metro,Shop App,New,High value,Footwear,Direct,Mobile,Standard Shipping,No,67,80,57,65,71,91,15882.58,19246.39,885.84,765.86,1097.57,1289.59,13899.17,17190.94,207.45,214.89,2.57%,2.59%,8.49%,9.46%,6.47%,8.18%
2604,ACT,Canberra,Metro,Shop App,Returning,Active,Footwear,Organic Search,Desktop,Click & Collect,Yes,8,9,7,8,10,12,2955.88,3234.14,361.66,435.68,315.47,253.04,2278.75,2545.41,284.84,282.82,2.05%,2.13%,15.87%,13.58%,52.39%,58.06%
2604,ACT,Canberra,Metro,Online Store,Returning,Active,Home & Lifestyle,Email / SMS,Desktop,Standard Shipping,No,14,17,10,14,17,22,2493.64,3047.22,89.79,34.08,143.75,205.82,2260.1,2807.33,161.44,165.14,6.08%,6.57%,6.94%,8.20%,64.80%,62.99%
2604,ACT,Canberra,Metro,Shop App,New,At risk,Home & Lifestyle,Organic Search,Mobile,Standard Shipping,No,21,25,19,21,25,31,4587.99,5647.72,559.16,621.37,224.73,292.37,3804.1,4733.98,181.15,189.36,2.09%,2.23%,7.55%,6.67%,19.19%,20.37%
2604,ACT,Canberra,Metro,Online Store,Returning,High value,Apparel,Direct,Mobile,Click & Collect,Yes,7,8,5,6,11,13,1688.01,1898.48,333.04,342.88,104.71,93.48,1250.26,1462.12,178.61,182.77,3.28%,3.52%,7.58%,6.18%,70.60%,70.68%
2606,ACT,Canberra,Metro,Shop App,New,Active,Home & Lifestyle,Paid Search,Desktop,Standard Shipping,Yes,19,22,15,19,24,29,3270.53,3640.64,500.55,486.77,225.18,149.88,2544.81,3003.99,133.94,136.55,3.08%,3.56%,8.24%,7.46%,16.65%,16.63%
2606,ACT,Canberra,Metro,Marketplace,Returning,High value,Footwear,Paid Social,Mobile,Express Shipping,No,119,128,108,95,123,141,30368.6,33217.38,2935.53,2944.95,3240.94,3917.68,24192.12,26354.75,203.3,205.9,2.48%,2.84%,16.10%,16.19%,71.21%,70.21%
2606,ACT,Canberra,Metro,Shop App,New,Reactivated,Apparel,Paid Search,Mobile,Express Shipping,No,23,29,15,19,38,52,4298.59,5882.4,299.38,435.05,474.44,579.41,3524.76,4867.94,153.25,167.86,3.54%,3.95%,13.78%,12.21%,14.63%,17.21%
2606,ACT,Canberra,Metro,Online Store,New,New customer,Apparel,Paid Search,Mobile,Standard Shipping,Yes,43,48,35,39,68,81,10754.52,12296.35,2042.18,2426.85,1263.99,1449.73,7448.34,8419.77,173.22,175.41,2.72%,2.78%,15.46%,16.41%,18.23%,22.74%
2607,ACT,Canberra,Metro,Shop App,Returning,New customer,Beauty & Personal Care,Paid Search,Mobile,Standard Shipping,Yes,16,18,12,15,31,37,1767.92,2168.37,214.69,292.66,46.98,58.99,1506.26,1816.72,94.14,100.93,3.70%,3.62%,3.21%,4.40%,69.51%,71.51%
2607,ACT,Canberra,Metro,Online Store,Returning,Active,Apparel,Paid Social,Mobile,Standard Shipping,No,313,315,232,232,456,471,56623.47,59545.11,5829.88,7192.01,5809.93,6107.48,44983.66,46245.62,143.72,146.81,2.80%,3.20%,13.53%,13.89%,63.15%,64.64%
2607,ACT,Canberra,Metro,Online Store,New,Active,Beauty & Personal Care,Organic Search,Mobile,Standard Shipping,No,46,51,34,45,86,94,4455.19,5423.42,201.28,274.75,33.02,85.67,4220.88,5063.0,91.76,99.27,1.68%,1.88%,1.29%,1.91%,15.92%,17.03%
2607,ACT,Canberra,Metro,Social Commerce,Returning,New customer,Apparel,Paid Search,Desktop,Standard Shipping,No,62,74,53,64,90,108,11079.72,13068.73,1052.59,978.43,797.76,734.37,9229.36,11355.93,148.86,153.46,4.27%,4.18%,9.87%,7.41%,64.89%,71.87%
2611,ACT,Canberra,Metro,Online Store,Returning,New customer,Apparel,Email / SMS,Mobile,Standard Shipping,Yes,38,40,26,30,55,62,10099.53,11247.62,2027.87,2001.87,993.13,1124.32,7078.53,8121.42,186.28,203.04,5.73%,5.48%,11.94%,12.78%,48.14%,52.94%
2611,ACT,Canberra,Metro,Social Commerce,Returning,High value,Footwear,Paid Search,Mobile,Standard Shipping,Yes,23,26,17,21,25,29,7965.02,9868.18,1329.14,1685.58,391.86,513.25,6244.02,7669.35,271.48,294.98,2.31%,2.24%,8.01%,7.80%,49.10%,50.05%
2611,ACT,Canberra,Metro,Online Store,New,Active,Apparel,Paid Social,Mobile,Standard Shipping,Yes,39,43,33,30,60,66,7642.17,8526.6,940.28,978.05,905.19,1051.04,5796.7,6497.5,148.63,151.1,4.03%,4.05%,16.68%,14.96%,15.41%,15.21%
2611,ACT,Canberra,Metro,Social Commerce,New,At risk,Beauty & Personal Care,Email / SMS,Mobile,Standard Shipping,No,21,27,18,18,46,61,1852.76,2558.31,200.56,272.96,54.15,57.13,1598.06,2228.22,76.1,82.53,5.25%,5.78%,4.92%,3.96%,5.40%,6.91%
2615,ACT,Canberra,Metro,Online Store,Returning,Active,Beauty & Personal Care,Email / SMS,Mobile,Standard Shipping,No,198,213,174,170,424,454,23629.52,26897.13,3537.14,3615.33,297.1,444.42,19795.28,22837.38,99.98,107.22,2.41%,2.43%,1.60%,2.92%,48.79%,55.05%
2615,ACT,Canberra,Metro,Retail POS,Returning,Active,Footwear,Direct,Desktop,Standard Shipping,Yes,31,30,26,25,34,35,11715.67,12061.84,1795.8,1918.74,1423.21,1623.72,8496.67,8519.37,274.09,283.98,5.34%,5.46%,17.21%,18.47%,48.78%,46.74%
2615,ACT,Canberra,Metro,Shop App,New,Active,Apparel,Paid Social,Tablet,Standard Shipping,No,54,66,46,56,77,97,10742.94,13331.7,834.6,952.8,726.12,880.21,9182.21,11498.68,170.04,174.22,3.02%,2.92%,8.05%,8.39%,12.51%,16.60%
2615,ACT,Canberra,Metro,Online Store,Returning,New customer,Apparel,Email / SMS,Desktop,Click & Collect,No,61,75,43,50,88,111,11545.06,15474.3,1587.77,2429.23,1105.57,1380.39,8851.73,11664.67,145.11,155.53,5.83%,5.86%,15.02%,15.07%,69.92%,76.25%
2628,NSW,Regional NSW,Regional,Online Store,Returning,Active,Footwear,Direct,Desktop,Standard Shipping,Yes,20,23,17,16,23,27,6927.26,7987.69,1407.64,1488.81,451.61,480.18,5068.02,6018.71,253.4,261.68,1.75%,1.77%,9.62%,7.47%,51.93%,50.28%
2628,NSW,Regional NSW,Regional,Online Store,Returning,Active,Home & Lifestyle,Email / SMS,Mobile,Express Shipping,No,9,11,8,9,12,16,2197.07,2872.44,290.13,402.1,51.79,82.77,1855.15,2387.57,206.13,217.05,6.37%,7.41%,3.90%,3.89%,68.97%,76.42%
2628,NSW,Regional NSW,Regional,Shop App,New,High value,Home & Lifestyle,Paid Social,Mobile,Standard Shipping,No,11,14,9,10,14,18,2535.24,3366.89,279.81,384.56,135.26,159.38,2120.17,2822.95,192.74,201.64,4.25%,4.16%,8.17%,8.53%,14.23%,18.42%
2628,NSW,Regional NSW,Regional,Online Store,New,At risk,Footwear,Paid Social,Mobile,Express Shipping,No,5,6,4,5,6,7,1109.25,1314.25,71.31,76.21,60.23,85.48,977.72,1152.56,195.54,192.09,3.27%,3.13%,8.04%,9.33%,11.15%,11.03%
2655,NSW,Regional NSW,Regional,Online Store,Returning,At risk,Beauty & Personal Care,Paid Social,Mobile,Standard Shipping,Yes,40,46,30,35,81,93,4336.83,5554.98,678.99,957.87,79.61,205.06,3578.23,4392.04,89.46,95.48,4.09%,4.24%,3.07%,4.81%,71.18%,76.47%
2655,NSW,Regional NSW,Regional,Online Store,New,Active,Apparel,Organic Search,Desktop,Standard Shipping,No,14,14,12,10,23,24,2127.16,2293.32,189.87,213.23,200.48,201.72,1736.81,1878.37,124.06,134.17,1.80%,1.87%,14.82%,13.47%,9.93%,10.50%
2655,NSW,Regional NSW,Regional,Shop App,New,At risk,Footwear,Paid Social,Mobile,Standard Shipping,No,11,13,10,10,12,15,3614.55,4418.1,507.24,542.68,343.91,289.62,2763.41,3585.79,251.22,275.83,2.41%,2.75%,12.33%,11.42%,9.89%,14.99%
2655,NSW,Regional NSW,Regional,Online Store,New,High value,Home & Lifestyle,Paid Search,Mobile,Standard Shipping,No,9,9,8,6,13,12,1585.46,1684.69,109.02,139.1,103.47,100.28,1372.97,1445.31,152.55,160.59,4.42%,5.20%,8.05%,7.55%,8.43%,14.79%
2680,NSW,Regional NSW,Regional,Retail POS,Returning,Active,Home & Lifestyle,Organic Search,Mobile,Standard Shipping,No,39,49,33,40,46,62,6834.45,8536.41,224.15,156.52,347.27,450.47,6263.03,7929.42,160.59,161.82,2.10%,2.15%,7.10%,8.06%,60.00%,64.08%
2680,NSW,Regional NSW,Regional,Online Store,Returning,Active,Footwear,Organic Search,Mobile,Standard Shipping,No,31,34,24,25,38,42,8443.47,9678.33,802.13,759.84,494.26,429.05,7147.08,8489.45,230.55,249.69,3.47%,3.38%,8.55%,6.20%,69.09%,72.56%
2680,NSW,Regional NSW,Regional,Social Commerce,New,High value,Apparel,Email / SMS,Desktop,Express Shipping,No,29,30,21,27,41,43,4351.17,4867.29,134.84,238.54,255.07,349.8,3961.26,4278.94,136.6,142.63,2.21%,2.57%,10.01%,10.32%,13.92%,19.01%
2680,NSW,Regional NSW,Regional,Social Commerce,Returning,New customer,Home & Lifestyle,Email / SMS,Mobile,Standard Shipping,No,52,65,38,58,73,90,11708.24,14146.55,1528.99,1566.62,639.75,492.05,9539.5,12087.88,183.45,185.97,5.59%,6.41%,6.62%,4.33%,71.62%,73.64%
2722,NSW,Regional NSW,Regional,Shop App,Returning,At risk,Footwear,Direct,Mobile,Standard Shipping,No,16,19,11,16,16,21,5546.76,6946.54,786.13,815.38,361.32,605.17,4399.3,5526.0,274.96,290.84,2.86%,3.17%,11.71%,10.75%,61.62%,62.93%
2722,NSW,Regional NSW,Regional,Online Store,Returning,New customer,Beauty & Personal Care,Email / SMS,Mobile,Express Shipping,Yes,157,179,136,157,320,392,14021.01,17218.25,2709.38,3580.33,116.77,67.77,11194.86,13570.15,71.3,75.81,2.58%,2.48%,1.39%,0.50%,72.22%,80.00%
2722,NSW,Regional NSW,Regional,Shop App,New,Active,Accessories,Email / SMS,Desktop,Standard Shipping,No,24,30,20,25,41,52,2398.88,3070.19,182.11,182.14,87.33,105.91,2129.44,2782.14,88.73,92.74,2.54%,2.89%,4.53%,6.04%,20.95%,23.96%
2722,NSW,Regional NSW,Regional,Online Store,Returning,High value,Home & Lifestyle,Email / SMS,Desktop,Standard Shipping,No,15,15,14,12,19,20,2722.82,2845.61,383.93,397.4,86.24,56.63,2252.65,2391.57,150.18,159.44,2.20%,2.46%,4.08%,2.53%,70.37%,71.31%
2777,NSW,Regional NSW,Regional,Online Store,Returning,New customer,Accessories,Paid Social,Desktop,Standard Shipping,Yes,24,25,21,18,43,47,2556.31,2819.71,337.77,411.0,59.82,87.67,2158.72,2321.04,89.95,92.84,3.64%,3.65%,3.16%,3.87%,70.94%,75.87%
2777,NSW,Regional NSW,Regional,Online Store,Returning,Active,Apparel,Paid Search,Mobile,Click & Collect,No,29,31,20,24,45,47,5450.52,6440.63,704.27,989.88,582.45,642.83,4163.81,4807.92,143.58,155.09,3.13%,3.59%,15.03%,16.77%,55.76%,63.13%
2777,NSW,Regional NSW,Regional,Retail POS,New,New customer,Accessories,Organic Search,Tablet,Click & Collect,No,33,32,30,21,53,56,2939.43,2992.9,235.69,225.46,135.49,206.82,2568.25,2560.63,77.83,80.02,3.39%,3.38%,7.55%,8.59%,12.92%,13.23%
2777,NSW,Regional NSW,Regional,Online Store,New,New customer,Apparel,Paid Search,Mobile,Click & Collect,No,30,28,27,25,47,43,4769.61,4651.81,650.77,716.27,523.8,355.54,3595.04,3580.0,119.83,127.86,4.15%,4.26%,14.69%,12.87%,17.86%,23.56%
2778,NSW,Regional NSW,Regional,Social Commerce,New,Active,Footwear,Email / SMS,Desktop,Standard Shipping,No,17,21,13,19,21,27,5111.32,6486.88,324.77,274.34,396.11,509.87,4390.43,5702.67,258.26,271.56,3.39%,3.31%,10.72%,10.82%,18.62%,23.59%
2778,NSW,Regional NSW,Regional,Retail POS,Returning,Active,Apparel,Paid Search,Mobile,Standard Shipping,Yes,8,8,6,7,13,12,1908.8,1931.48,302.39,260.75,189.04,193.94,1417.37,1476.79,177.17,184.6,5.37%,5.45%,13.48%,12.37%,48.53%,51.11%
2778,NSW,Regional NSW,Regional,Online Store,Returning,At risk,Home & Lifestyle,Paid Search,Mobile,Standard Shipping,No,56,66,38,50,73,87,9202.72,11922.31,618.0,887.6,379.31,619.75,8205.41,10414.96,146.53,157.8,3.81%,4.45%,7.36%,9.02%,68.18%,66.56%
2778,NSW,Regional NSW,Regional,Social Commerce,Returning,Reactivated,Apparel,Paid Social,Desktop,Standard Shipping,No,31,34,27,30,50,56,5854.99,6546.63,537.01,545.7,493.39,405.3,4824.59,5595.63,155.63,164.58,2.33%,2.54%,12.30%,11.06%,67.88%,72.05%
2792,NSW,Regional NSW,Regional,Online Store,Returning,New customer,Accessories,Paid Search,Desktop,Standard Shipping,No,195,194,166,150,373,400,18924.07,20735.94,1362.67,1929.41,859.04,817.03,16702.37,17989.5,85.65,92.73,5.10%,5.63%,5.49%,5.43%,73.89%,75.63%
2792,NSW,Regional NSW,Regional,Shop App,Returning,High value,Accessories,Direct,Mobile,Standard Shipping,No,119,153,84,134,190,255,14765.73,19549.22,1726.0,2349.1,524.23,847.15,12515.5,16352.98,105.17,106.88,3.14%,3.35%,4.98%,5.35%,67.85%,66.59%
2792,NSW,Regional NSW,Regional,Online Store,New,Active,Apparel,Email / SMS,Mobile,Express Shipping,Yes,15,15,11,11,23,24,2923.64,2936.49,307.92,239.0,201.54,290.35,2414.18,2407.14,160.95,160.48,3.02%,3.21%,12.29%,13.81%,21.29%,27.64%
2792,NSW,Regional NSW,Regional,Online Store,New,High value,Accessories,Organic Search,Mobile,Standard Shipping,No,29,32,25,21,54,60,3308.7,3849.56,403.06,502.88,129.65,156.36,2775.99,3190.32,95.72,99.7,2.45%,2.70%,6.97%,5.41%,17.08%,22.00%
2805,NSW,Regional NSW,Regional,Online Store,Returning,At risk,Footwear,Paid Search,Mobile,Standard Shipping,No,24,24,17,20,26,27,6921.76,7245.14,625.61,684.13,715.5,828.41,5580.65,5732.6,232.53,238.86,5.00%,4.96%,14.15%,15.22%,54.73%,62.09%
2805,NSW,Regional NSW,Regional,Online Store,New,New customer,Apparel,Direct,Mobile,Standard Shipping,No,21,24,15,21,30,35,4194.4,4684.59,267.33,195.22,287.35,270.64,3639.71,4218.73,173.32,175.78,4.44%,4.56%,9.84%,10.18%,12.90%,14.37%
2805,NSW,Regional NSW,Regional,Retail POS,Returning,New customer,Accessories,Organic Search,Mobile,Express Shipping,No,15,16,11,12,26,29,1739.01,1874.93,163.19,131.32,37.64,31.39,1538.18,1712.22,102.55,107.01,2.49%,2.70%,3.89%,2.00%,52.70%,55.97%
2805,NSW,Regional NSW,Regional,Social Commerce,New,High value,Footwear,Paid Social,Mobile,Click & Collect,Yes,10,10,8,7,12,11,3315.86,3428.86,612.94,618.4,457.7,348.85,2245.22,2461.61,224.52,246.16,1.77%,1.91%,17.89%,16.59%,6.48%,10.75%
2818,NSW,Regional NSW,Regional,Marketplace,Returning,Reactivated,Apparel,Paid Social,Mobile,Standard Shipping,Yes,110,140,81,112,175,234,20500.92,25861.53,2171.93,2568.08,2407.75,2228.5,15921.25,21064.95,144.74,150.46,2.00%,2.15%,14.38%,11.91%,63.22%,61.91%
2818,NSW,Regional NSW,Regional,Online Store,New,At risk,Home & Lifestyle,Paid Search,Desktop,Standard Shipping,Yes,78,91,53,67,103,126,14812.51,18328.26,3633.41,4107.5,542.01,846.07,10637.09,13374.69,136.37,146.97,1.85%,2.07%,6.22%,6.21%,14.53%,18.14%
2818,NSW,Regional NSW,Regional,Online Store,Returning,New customer,Apparel,Paid Search,Mobile,Express Shipping,No,13,14,9,11,21,23,1959.81,2171.45,167.79,136.94,108.69,162.52,1683.33,1871.99,129.49,133.71,5.41%,6.20%,9.88%,10.56%,69.30%,70.46%
2818,NSW,Regional NSW,Regional,Marketplace,Returning,High value,Footwear,Paid Social,Mobile,Standard Shipping,No,8,9,7,6,9,11,2526.11,3127.04,376.05,512.59,363.95,372.72,1786.11,2241.73,223.26,249.08,5.52%,6.15%,17.25%,14.86%,70.34%,73.44%
2826,NSW,Regional NSW,Regional,Shop App,New,New customer,Footwear,Organic Search,Mobile,Standard Shipping,No,40,51,27,41,46,60,12694.64,16428.9,1434.87,1500.27,716.97,1166.5,10542.79,13762.13,263.57,269.85,4.14%,4.47%,8.94%,8.56%,5.95%,8.85%
2826,NSW,Regional NSW,Regional,Online Store,Returning,New customer,Apparel,Referral / Affiliate,Mobile,Standard Shipping,No,117,115,85,76,199,192,18670.44,18619.19,898.68,553.15,1586.41,1377.85,16185.36,16688.19,138.34,145.11,2.21%,2.44%,13.10%,11.91%,68.89%,76.02%
2826,NSW,Regional NSW,Regional,Online Store,New,Active,Apparel,Email / SMS,Mobile,Click & Collect,Yes,32,31,22,24,45,46,6644.02,6837.17,1255.26,1309.56,657.09,675.72,4731.68,4851.89,147.86,156.51,5.09%,5.37%,14.89%,12.40%,15.58%,18.40%
2826,NSW,Regional NSW,Regional,Online Store,Returning,High value,Accessories,Paid Search,Mobile,Standard Shipping,No,21,21,18,14,35,36,2508.55,2737.75,80.37,123.36,68.48,60.24,2359.7,2554.15,112.37,121.63,1.87%,2.09%,3.31%,2.64%,65.04%,62.04%
2847,NSW,Regional NSW,Regional,Online Store,New,Active,Footwear,Email / SMS,Mobile,Click & Collect,No,5,6,3,5,5,7,1609.45,1913.68,156.58,149.7,150.23,200.74,1302.63,1563.23,260.53,260.54,3.72%,4.16%,14.42%,14.86%,21.73%,22.41%
2847,NSW,Regional NSW,Regional,Online Store,New,At risk,Beauty & Personal Care,Email / SMS,Mobile,Express Shipping,No,85,108,63,96,171,229,8135.89,10803.61,657.91,665.68,75.09,213.44,7402.89,9924.49,87.09,91.89,2.21%,2.59%,1.13%,2.46%,19.93%,25.92%
2847,NSW,Regional NSW,Regional,Retail POS,Returning,Reactivated,Beauty & Personal Care,Paid Search,Tablet,Standard Shipping,Yes,97,125,87,86,190,252,9863.48,13524.5,1874.11,2685.79,293.75,413.09,7695.62,10425.62,79.34,83.4,5.60%,5.76%,3.51%,3.60%,56.15%,53.43%
2847,NSW,Regional NSW,Regional,Shop App,New,Active,Apparel,Paid Social,Mobile,Standard Shipping,No,14,16,10,14,23,26,2355.13,2810.67,285.04,330.8,149.58,229.81,1920.51,2250.05,137.18,140.63,2.75%,2.99%,10.67%,10.65%,16.56%,19.10%
2849,NSW,Regional NSW,Remote,Shop App,Returning,Active,Apparel,Referral / Affiliate,Mobile,Express Shipping,Yes,14,17,11,14,21,27,2898.13,3691.15,564.32,654.04,144.37,220.13,2189.44,2816.98,156.39,165.7,3.24%,3.48%,8.11%,7.60%,50.16%,57.69%
2849,NSW,Regional NSW,Remote,Shop App,New,Active,Accessories,Direct,Mobile,Standard Shipping,No,43,53,34,43,69,85,4376.1,5763.98,557.03,790.4,108.44,55.3,3710.64,4918.28,86.29,92.8,1.44%,1.61%,3.84%,1.52%,16.39%,23.33%
2849,NSW,Regional NSW,Remote,Marketplace,Returning,High value,Footwear,Direct,Mobile,Click & Collect,Yes,1,1,1,1,1,1,491.13,590.98,67.16,86.11,60.38,78.22,363.59,426.64,363.59,426.64,5.46%,5.20%,14.63%,15.68%,61.83%,67.85%
2849,NSW,Regional NSW,Remote,Online Store,New,New customer,Footwear,Email / SMS,Mobile,Click & Collect,No,10,12,8,8,11,13,3306.88,3914.67,436.96,438.96,234.46,234.23,2635.46,3241.49,263.55,270.12,5.33%,5.85%,10.54%,8.95%,10.19%,17.06%
2867,NSW,Regional NSW,Regional,Online Store,Returning,Active,Apparel,Direct,Desktop,Standard Shipping,No,11,12,8,10,16,19,2497.54,2611.12,339.66,350.95,246.63,235.56,1911.26,2024.61,173.75,168.72,4.27%,4.43%,16.78%,16.00%,70.62%,74.69%
2867,NSW,Regional NSW,Regional,Social Commerce,Returning,Active,Footwear,Organic Search,Mobile,Standard Shipping,Yes,24,30,21,24,25,33,8715.15,11737.17,1030.44,1499.86,664.06,857.57,7020.65,9379.73,292.53,312.66,3.81%,3.76%,12.12%,12.14%,68.09%,71.21%
2867,NSW,Regional NSW,Regional,Shop App,Returning,At risk,Apparel,Organic Search,Desktop,Express Shipping,No,38,45,30,38,56,68,7864.09,9229.03,476.94,349.21,700.41,720.64,6686.73,8159.17,175.97,181.31,4.58%,5.37%,11.11%,12.42%,62.57%,61.00%
2867,NSW,Regional NSW,Regional,Shop App,Returning,New customer,Accessories,Paid Social,Mobile,Standard Shipping,Yes,8,10,6,8,15,20,1134.47,1503.92,192.26,240.26,17.56,5.88,924.64,1257.78,115.58,125.78,2.55%,2.54%,2.00%,0.50%,61.53%,59.42%
2868,NSW,Regional NSW,Regional,Online Store,Returning,New customer,Apparel,Direct,Mobile,Express Shipping,No,15,18,10,15,24,28,3158.54,3873.98,102.67,62.02,347.07,335.29,2708.8,3476.67,180.59,193.15,4.01%,4.30%,16.05%,15.06%,62.29%,63.00%
2868,NSW,Regional NSW,Regional,Marketplace,Returning,High value,Apparel,Organic Search,Mobile,Standard Shipping,Yes,17,19,13,16,26,29,3220.05,4011.75,754.98,954.09,170.31,215.32,2294.75,2842.34,134.99,149.6,5.43%,5.81%,8.66%,7.94%,69.78%,69.47%
2868,NSW,Regional NSW,Regional,Social Commerce,Returning,At risk,Apparel,Paid Social,Mobile,Standard Shipping,Yes,39,50,28,34,60,81,8504.15,11262.77,1038.04,1655.83,521.01,555.14,6945.1,9051.8,178.08,181.04,4.41%,4.80%,7.82%,7.48%,76.68%,80.08%
2868,NSW,Regional NSW,Regional,Online Store,Returning,New customer,Beauty & Personal Care,Paid Search,Mobile,Click & Collect,No,83,108,74,94,163,217,8710.17,11499.88,990.46,1236.83,282.65,215.21,7437.06,10047.85,89.6,93.04,4.87%,5.41%,4.13%,2.50%,77.45%,79.53%
2870,NSW,Regional NSW,Regional,Marketplace,New,New customer,Beauty & Personal Care,Paid Search,Mobile,Standard Shipping,No,73,81,57,62,147,161,5932.97,6810.77,179.82,68.11,73.74,107.72,5679.41,6634.95,77.8,81.91,3.56%,3.75%,1.49%,2.82%,18.62%,24.06%
2870,NSW,Regional NSW,Regional,Online Store,New,Active,Accessories,Paid Social,Mobile,Standard Shipping,No,42,44,38,39,72,78,4377.51,4441.99,587.05,531.25,227.22,157.4,3563.24,3753.34,84.84,85.3,4.01%,3.97%,7.71%,5.35%,5.45%,5.11%
2870,NSW,Regional NSW,Regional,Social Commerce,Returning,New customer,Footwear,Paid Social,Mobile,Express Shipping,No,10,13,7,9,11,14,2824.83,3715.16,101.14,88.42,160.53,234.13,2563.16,3392.6,256.32,260.97,5.33%,6.10%,9.82%,10.68%,70.74%,75.61%
2870,NSW,Regional NSW,Regional,Social Commerce,Returning,New customer,Accessories,Paid Search,Mobile,Standard Shipping,No,12,14,10,12,19,24,1331.83,1620.39,90.84,96.95,22.09,10.78,1218.89,1512.66,101.57,108.05,5.48%,5.56%,2.07%,0.95%,75.53%,77.82%
2900,ACT,Canberra,Metro,Online Store,New,At risk,Apparel,Paid Social,Mobile,Express Shipping,Yes,11,11,9,8,18,18,2488.42,2691.94,384.0,481.44,171.81,176.73,1932.6,2033.76,175.69,184.89,1.68%,1.93%,10.01%,10.74%,11.35%,17.82%
2900,ACT,Canberra,Metro,Online Store,Returning,Reactivated,Apparel,Organic Search,Mobile,Standard Shipping,No,21,25,19,17,32,41,3547.57,4140.22,167.75,101.59,279.66,286.09,3100.17,3752.54,147.63,150.1,3.03%,3.53%,11.03%,9.69%,54.32%,61.46%
2900,ACT,Canberra,Metro,Online Store,Returning,At risk,Accessories,Direct,Mobile,Standard Shipping,No,16,17,14,11,27,29,1962.09,2305.23,292.07,393.5,66.74,75.39,1603.28,1836.34,100.2,108.02,3.35%,3.76%,4.29%,5.27%,63.89%,66.87%
2900,ACT,Canberra,Metro,Marketplace,New,Active,Accessories,Paid Search,Desktop,Standard Shipping,No,5,7,4,6,9,12,435.23,557.71,20.87,15.18,20.47,17.37,393.89,525.15,78.78,75.02,3.96%,4.03%,5.71%,3.83%,7.66%,10.75%
3000,VIC,Melbourne,Metro,Marketplace,Returning,Active,Apparel,Paid Search,Desktop,Standard Shipping,Yes,44,51,36,38,71,86,9381.47,11590.3,1628.59,1931.01,794.7,1293.23,6958.17,8366.06,158.14,164.04,5.39%,6.24%,13.75%,13.33%,51.54%,56.98%
3000,VIC,Melbourne,Metro,Social Commerce,Returning,New customer,Apparel,Organic Search,Tablet,Standard Shipping,Yes,49,60,45,52,82,106,9893.98,13836.54,797.53,1272.34,889.45,1710.66,8206.99,10853.54,167.49,180.89,5.03%,5.51%,15.56%,15.37%,53.08%,51.95%
3000,VIC,Melbourne,Metro,Retail POS,New,At risk,Apparel,Organic Search,Desktop,Standard Shipping,No,80,76,64,56,129,127,13828.17,13600.67,1129.37,1133.3,1451.02,1023.99,11247.77,11443.38,140.6,150.57,2.93%,3.39%,12.52%,11.16%,15.52%,21.61%
3000,VIC,Melbourne,Metro,Retail POS,New,Active,Footwear,Referral / Affiliate,Mobile,Standard Shipping,No,39,41,26,33,44,46,12135.61,14241.88,1667.05,2294.9,1241.49,1356.97,9227.07,10590.0,236.59,258.29,3.75%,4.31%,14.61%,12.86%,6.88%,13.16%
